AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,CLASS
10587,456.603,205.2518,66.825,0.9455,116.1025,0.9818,10783,0.6875,3.0715,0.6381,Jasmine
6069,395.649,188.5542,41.7402,0.9752,87.905,0.977,6212,0.3613,4.5173,0.4872,Basmati
7824,345.77,139.894,71.8626,0.858,99.8089,0.977,8008,0.63,1.9467,0.8224,Arborio
8684,360.134,145.3406,77.003,0.8481,105.1514,0.9827,8837,0.7229,1.8875,0.8414,Arborio
12537,454.71,190.927,84.8271,0.8959,126.3432,0.9791,12804,0.7773,2.2508,0.762,Ipsala
6489,306.055,118.7164,70.6868,0.8034,90.8958,0.9737,6664,0.7143,1.6795,0.8705,Karacadag
5008,322.246,147.7831,44.4137,0.9538,79.8523,0.9679,5174,0.7098,3.3274,0.606,Jasmine
7472,321.134,124.6851,76.7411,0.7882,97.5379,0.9878,7564,0.6846,1.6248,0.9105,Karacadag
6517,294.766,108.8805,76.6079,0.7106,91.0917,0.9849,6617,0.7568,1.4213,0.9425,Karacadag
6923,306.627,114.055,77.8441,0.7309,93.8863,0.9867,7016,0.7072,1.4652,0.9253,Karacadag
7203,436.931,212.3937,44.477,0.9778,95.7661,0.9648,7466,0.3859,4.7754,0.4741,Basmati
5578,279.426,102.2313,71.012,0.7194,84.2741,0.9687,5758,0.705,1.4396,0.8977,Karacadag
5164,324.944,148.7689,45.5581,0.952,81.0864,0.9672,5339,0.5063,3.2655,0.6146,Jasmine
14249,481.952,195.3842,94.3428,0.8757,134.6937,0.9713,14670,0.7456,2.071,0.7709,Ipsala
7944,429.896,202.9118,51.4028,0.9674,100.5714,0.9633,8247,0.4028,3.9475,0.5402,Basmati
6118,287.323,106.6668,73.9075,0.7211,88.2592,0.9819,6231,0.7542,1.4432,0.9313,Karacadag
7642,347.938,138.743,71.638,0.8564,98.6413,0.956,7994,0.6097,1.9367,0.7933,Arborio
7408,336,137.343,69.1985,0.8638,97.1193,0.9803,7557,0.7952,1.9848,0.8246,Arborio
15065,497.682,201.39,96.5153,0.8777,138.4968,0.9724,15493,0.7075,2.0866,0.7643,Ipsala
6204,364.28,167.8863,47.7601,0.9587,88.8773,0.9799,6331,0.4426,3.5152,0.5875,Basmati
14180,481.445,198.7237,92.2449,0.8857,134.3672,0.972,14589,0.5781,2.1543,0.7688,Ipsala
5037,316.443,144.5242,45.4132,0.9493,80.0831,0.9718,5183,0.4741,3.1824,0.6321,Jasmine
6776,306.088,114.3588,76.4183,0.744,92.8842,0.9779,6929,0.717,1.4965,0.9088,Karacadag
5739,280.236,106.5761,69.0219,0.762,85.4817,0.9844,5830,0.7331,1.5441,0.9183,Karacadag
5363,315.268,138.0896,50.7252,0.9301,82.634,0.9682,5539,0.5383,2.7223,0.678,Jasmine
8863,371.72,148.6763,77.2579,0.8544,106.2296,0.9717,9121,0.6617,1.9244,0.806,Arborio
7042,424.872,201.873,44.6357,0.9752,94.6898,0.9764,7212,0.3398,4.5227,0.4902,Basmati
13934,478.354,203.8659,87.3526,0.9036,133.1965,0.9834,14169,0.5522,2.3338,0.7652,Ipsala
10428,459.744,205.3793,67.1065,0.9451,115.2273,0.9649,10807,0.4639,3.0605,0.62,Jasmine
5193,332.659,151.2061,44.519,0.9557,81.3138,0.9633,5391,0.5338,3.3964,0.5897,Jasmine
14082,474.707,197.1183,91.7774,0.885,133.9021,0.9825,14333,0.7643,2.1478,0.7853,Ipsala
7993,348.96,139.4629,73.7899,0.8486,100.8811,0.9746,8201,0.7765,1.89,0.8248,Arborio
7277,413.831,194.9324,48.3223,0.9688,96.2568,0.9661,7532,0.4783,4.034,0.534,Basmati
7088,324.555,129.9221,70.1631,0.8416,94.9985,0.981,7225,0.7679,1.8517,0.8456,Arborio
6195,293.087,109.939,72.8243,0.7491,88.8128,0.9773,6339,0.7578,1.5096,0.9063,Karacadag
13656,473.534,190.6088,92.5006,0.8744,131.8611,0.97,14078,0.6872,2.0606,0.7653,Ipsala
7180,336.613,141.4272,64.9529,0.8883,95.6131,0.9815,7315,0.7433,2.1774,0.7963,Arborio
5985,286.389,105.9133,72.9173,0.7253,87.2945,0.9754,6136,0.7171,1.4525,0.917,Karacadag
7483,410.818,197.3997,49.2728,0.9683,97.6097,0.9756,7670,0.8337,4.0063,0.5572,Basmati
8172,477.071,232.4991,45.5782,0.9806,102.0045,0.9736,8394,0.5089,5.1011,0.4512,Basmati
7787,356.668,146.1374,68.8652,0.882,99.5727,0.9637,8080,0.7686,2.1221,0.7692,Arborio
14481,483.743,201.2894,92.4949,0.8882,135.7858,0.9804,14770,0.6149,2.1762,0.7776,Ipsala
6160,293.692,115.5299,68.0253,0.8083,88.5616,0.987,6241,0.7063,1.6983,0.8974,Karacadag
5146,273.719,110.2624,59.8687,0.8398,80.945,0.9794,5254,0.6935,1.8417,0.8631,Arborio
6030,286.819,105.4045,74.088,0.7113,87.6221,0.9784,6163,0.7145,1.4227,0.9211,Karacadag
15945,499.485,200.5925,102.6664,0.8591,142.4844,0.9751,16352,0.7049,1.9538,0.8031,Ipsala
6479,300.605,119.0059,69.6198,0.811,90.8258,0.9855,6574,0.7254,1.7094,0.901,Karacadag
5066,321.518,148.5813,43.9785,0.9552,80.3133,0.9727,5208,0.5913,3.3785,0.6158,Jasmine
8903,476.472,229.0137,49.9416,0.9759,106.469,0.972,9159,0.3944,4.5856,0.4928,Basmati
5737,338.697,149.9595,49.942,0.9429,85.4668,0.9629,5958,0.5221,3.0027,0.6285,Jasmine
10467,466.138,211.7658,64.8938,0.9519,115.4426,0.9703,10787,0.7259,3.2633,0.6053,Jasmine
5292,309.585,135.5566,50.5833,0.9278,82.0852,0.9723,5443,0.6523,2.6799,0.6939,Jasmine
9922,484.604,231.0771,55.3619,0.9709,112.397,0.9725,10203,0.7307,4.1739,0.5309,Basmati
11796,433.653,184.0332,82.0057,0.8952,122.5526,0.9867,11955,0.5892,2.2442,0.7882,Ipsala
7585,408.28,191.9563,51.2525,0.9637,98.2727,0.9741,7787,0.6689,3.7453,0.5718,Basmati
8025,421.356,194.8313,53.1494,0.9621,101.0829,0.9788,8199,0.4044,3.6657,0.568,Basmati
6800,322.447,127.7234,68.6997,0.843,93.0485,0.9643,7052,0.6919,1.8592,0.8219,Arborio
14254,474.063,191.2747,96.5599,0.8632,134.7173,0.973,14650,0.7463,1.9809,0.797,Ipsala
7489,418.338,196.4165,49.2603,0.968,97.6488,0.975,7681,0.3811,3.9873,0.5377,Basmati
8474,356.247,141.7913,77.0884,0.8393,103.8722,0.982,8629,0.67,1.8393,0.8391,Arborio
5735,279.301,108.2289,67.8867,0.7788,85.4519,0.9876,5807,0.7452,1.5943,0.9238,Karacadag
5447,324.42,146.3039,48.3808,0.9437,83.2787,0.977,5575,0.4762,3.024,0.6504,Jasmine
7351,398.811,184.9255,51.5058,0.9604,96.7449,0.9715,7567,0.4282,3.5904,0.5808,Basmati
8067,459.617,221.112,47.2249,0.9769,101.347,0.9759,8266,0.3318,4.6821,0.4799,Basmati
5527,283.098,116.9247,60.3905,0.8563,83.888,0.9857,5607,0.6585,1.9361,0.8666,Karacadag
5405,325.244,143.2847,48.9007,0.94,82.957,0.9692,5577,0.4796,2.9301,0.6421,Jasmine
14999,487.237,202.3301,95.5324,0.8815,138.1931,0.9822,15271,0.7894,2.1179,0.7939,Ipsala
7825,429.656,202.2179,50.4754,0.9683,99.8153,0.974,8034,0.405,4.0063,0.5327,Basmati
8915,468.986,226.226,51.2145,0.974,106.5407,0.9677,9213,0.4244,4.4172,0.5093,Basmati
6079,290.747,111.0664,70.3698,0.7737,87.9774,0.9853,6170,0.7338,1.5783,0.9037,Karacadag
7813,350.044,138.3289,73.2432,0.8483,99.7388,0.9625,8117,0.689,1.8886,0.8013,Arborio
5552,279.591,110.4622,64.3379,0.8129,84.0775,0.9856,5633,0.724,1.7169,0.8925,Karacadag
6143,292.899,116.7252,67.3164,0.817,88.4393,0.9864,6228,0.6677,1.734,0.8998,Karacadag
6783,323.76,130.1797,67.3029,0.856,92.9321,0.975,6957,0.757,1.9342,0.8132,Arborio
5461,322.344,146.3086,47.9765,0.9447,83.3856,0.9811,5566,0.4763,3.0496,0.6605,Jasmine
10855,415.32,173.5607,80.7503,0.8852,117.5628,0.9837,11035,0.6754,2.1493,0.7908,Ipsala
8423,462.115,217.0958,50.6636,0.9724,103.5591,0.9735,8652,0.3483,4.285,0.4957,Basmati
6821,384.188,180.2378,49.2509,0.9619,93.1921,0.9742,7002,0.8,3.6596,0.5807,Basmati
13354,483.088,205.5288,85.19,0.9101,130.3949,0.9678,13799,0.5528,2.4126,0.7191,Ipsala
6465,304.483,119.661,69.6833,0.8129,90.7276,0.986,6557,0.7126,1.7172,0.8763,Karacadag
5037,320.882,143.8655,44.9652,0.9499,80.0831,0.9661,5214,0.5653,3.1995,0.6147,Jasmine
8052,350.945,140.6625,73.8167,0.8512,101.2528,0.9721,8283,0.7229,1.9056,0.8216,Arborio
8601,372.101,152.6435,72.5395,0.8799,104.6477,0.9792,8784,0.6144,2.1043,0.7806,Arborio
7514,424.919,203.1125,48.2046,0.9714,97.8117,0.9697,7749,0.7556,4.2135,0.523,Basmati
6779,330.933,138.0196,63.555,0.8877,92.9047,0.9805,6914,0.5836,2.1717,0.7778,Arborio
8343,454.207,212.1066,51.9422,0.9696,103.0662,0.9646,8649,0.417,4.0835,0.5082,Basmati
9264,423.829,185.6656,65.0278,0.9367,108.6061,0.9696,9554,0.6479,2.8552,0.6481,Jasmine
6029,289.689,111.5612,69.2786,0.7838,87.6148,0.9861,6114,0.7071,1.6103,0.9028,Karacadag
6992,429.889,209.4229,42.7333,0.979,94.353,0.9761,7163,0.6723,4.9007,0.4754,Basmati
7018,309.586,116.3925,77.4433,0.7465,94.5283,0.9851,7124,0.7506,1.5029,0.9202,Karacadag
14468,486.368,198.8204,94.6773,0.8793,135.7248,0.9654,14986,0.7824,2.1,0.7686,Ipsala
15614,506.448,210.4497,96.1309,0.8896,140.9977,0.9704,16091,0.7116,2.1892,0.765,Ipsala
5529,282.948,112.1255,63.3008,0.8254,83.9032,0.981,5636,0.7645,1.7713,0.8678,Karacadag
8344,360.501,144.6185,74.6355,0.8565,103.0724,0.9751,8557,0.6329,1.9377,0.8068,Arborio
7382,337.583,138.1047,68.8287,0.867,96.9487,0.9777,7550,0.6266,2.0065,0.814,Arborio
5443,327.101,147.9749,47.7055,0.9466,83.2481,0.9734,5592,0.7182,3.1018,0.6393,Jasmine
13864,470.259,195.6935,91.551,0.8838,132.8616,0.9781,14175,0.6491,2.1375,0.7878,Ipsala
6495,306.872,115.0039,72.7984,0.7741,90.9378,0.9798,6629,0.767,1.5798,0.8667,Karacadag
5573,274.206,104.3058,68.2291,0.7564,84.2364,0.9829,5670,0.7607,1.5288,0.9314,Karacadag
8127,420.551,193.0385,54.1754,0.9598,101.7232,0.9748,8337,0.4243,3.5632,0.5774,Basmati
7481,438.078,212.2732,46.1964,0.976,97.5966,0.9723,7694,0.3544,4.595,0.4899,Basmati
10323,456.553,206.0248,64.8661,0.9491,114.6458,0.9727,10613,0.6882,3.1762,0.6223,Jasmine
6172,406.427,192.2577,41.6192,0.9763,88.6478,0.9694,6367,0.6162,4.6195,0.4695,Basmati
9755,406.025,170.7576,74.1079,0.9009,111.4471,0.9722,10034,0.6158,2.3042,0.7436,Ipsala
6301,296.794,108.3459,75.6179,0.7162,89.5694,0.963,6543,0.6923,1.4328,0.8989,Karacadag
5358,310.225,136.3665,50.7187,0.9283,82.5955,0.9717,5514,0.5342,2.6887,0.6996,Jasmine
7452,347.148,139.935,69.1458,0.8694,97.4073,0.9751,7642,0.7497,2.0238,0.7771,Arborio
8408,459.563,217.9817,50.2288,0.9731,103.4669,0.9712,8657,0.5749,4.3398,0.5003,Basmati
7101,395.69,183.3069,50.0659,0.962,95.0856,0.9707,7315,0.4309,3.6613,0.5699,Basmati
8130,354.413,141.6551,74.3579,0.8512,101.742,0.9732,8354,0.6326,1.905,0.8134,Arborio
6287,298.29,112.9325,71.9377,0.7709,89.4699,0.9683,6493,0.7289,1.5699,0.8879,Karacadag
5273,330.813,151.8746,45.1592,0.9548,81.9377,0.9672,5452,0.4285,3.3631,0.6055,Jasmine
8792,471.638,220.8354,52.6788,0.9711,105.8032,0.9623,9136,0.3652,4.1921,0.4967,Basmati
11948,430.991,179.2206,85.6724,0.8783,123.3396,0.9878,12095,0.8133,2.0919,0.8083,Ipsala
5648,277.482,105.3686,68.6493,0.7586,84.8013,0.9845,5737,0.7053,1.5349,0.9218,Karacadag
10878,416.319,175.0933,79.8624,0.8899,117.6873,0.9855,11038,0.5801,2.1924,0.7887,Ipsala
7394,424.421,200.6599,47.6647,0.9714,97.0275,0.9719,7608,0.385,4.2098,0.5158,Basmati
6288,378.608,174.6913,47.7117,0.962,89.477,0.9571,6570,0.4823,3.6614,0.5512,Basmati
13295,455.354,189.479,89.9011,0.8803,130.1066,0.983,13525,0.7855,2.1076,0.8057,Ipsala
5332,318.789,145.4729,47.3451,0.9456,82.3949,0.982,5430,0.8403,3.0726,0.6593,Jasmine
17196,531.782,219.6364,100.392,0.8894,147.9683,0.9818,17515,0.6229,2.1878,0.7641,Ipsala
8309,403.641,178.2978,60.7962,0.9401,102.856,0.9739,8532,0.6967,2.9327,0.6409,Jasmine
14761,490.677,200.9404,95.5356,0.8797,137.0923,0.9827,15021,0.5862,2.1033,0.7704,Ipsala
6328,294.873,111.6625,72.674,0.7592,89.7611,0.9844,6428,0.7639,1.5365,0.9145,Karacadag
7064,331.196,132.8081,68.9458,0.8547,94.8376,0.9683,7295,0.6932,1.9263,0.8093,Arborio
5917,281.932,104.6022,72.9056,0.7171,86.7972,0.9839,6014,0.7235,1.4348,0.9355,Karacadag
8119,444.042,207.5226,51.1875,0.9691,101.6732,0.9744,8332,0.3773,4.0542,0.5174,Basmati
8052,347.181,139.9105,73.8328,0.8494,101.2528,0.9838,8185,0.8104,1.895,0.8395,Arborio
10075,402.624,171.2676,75.3149,0.8981,113.2603,0.9827,10252,0.8202,2.274,0.781,Ipsala
7910,344.727,138.4585,73.5858,0.8471,100.356,0.9759,8105,0.6735,1.8816,0.8364,Arborio
8687,402.551,179.0971,62.88,0.9363,105.1695,0.9784,8879,0.5876,2.8482,0.6737,Jasmine
7096,418.411,195.4979,47.0475,0.9706,95.0521,0.961,7384,0.3753,4.1553,0.5094,Basmati
8124,446.81,214.1976,49.2554,0.9732,101.7045,0.9582,8478,0.3751,4.3487,0.5114,Basmati
7416,409.653,192.3305,50.1944,0.9653,97.1717,0.9652,7683,0.6754,3.8317,0.5553,Basmati
13785,465.054,191.885,92.2773,0.8768,132.4825,0.9865,13973,0.6143,2.0794,0.801,Ipsala
6992,313.837,124.2816,71.8278,0.8161,94.353,0.9852,7097,0.7376,1.7303,0.8921,Karacadag
5440,332.528,151.1158,46.9714,0.9505,83.2251,0.9664,5629,0.5026,3.2172,0.6182,Jasmine
7812,343.759,139.2173,72.0783,0.8555,99.7324,0.9819,7956,0.7128,1.9315,0.8307,Arborio
7964,419.598,192.9291,53.0966,0.9614,100.698,0.9643,8259,0.4495,3.6336,0.5684,Basmati
14504,487.477,201.7393,92.794,0.8879,135.8936,0.9766,14852,0.7601,2.1741,0.767,Ipsala
5070,311,138.8067,47.1854,0.9404,80.345,0.9752,5199,0.5776,2.9417,0.6587,Jasmine
8443,352.881,139.8313,77.8298,0.8308,103.682,0.9806,8610,0.7146,1.7966,0.852,Arborio
13939,475.511,195.589,92.0269,0.8824,133.2204,0.9809,14211,0.6491,2.1253,0.7747,Ipsala
5718,312.088,137.541,53.4916,0.9213,85.3252,0.982,5823,0.529,2.5713,0.7377,Jasmine
5508,342.307,158.8039,45.1985,0.9586,83.7437,0.9723,5665,0.4203,3.5135,0.5907,Jasmine
5285,322.584,147.0006,46.5354,0.9486,82.0309,0.9773,5408,0.7975,3.1589,0.6382,Jasmine
8235,353.922,143.3636,73.8476,0.8571,102.3969,0.984,8369,0.7631,1.9413,0.8261,Arborio
5161,314.82,142.5217,47.1214,0.9438,81.0629,0.9756,5290,0.5881,3.0246,0.6544,Jasmine
8442,359.706,142.4722,76.5574,0.8434,103.6759,0.9702,8701,0.6466,1.861,0.8199,Arborio
5403,326.974,146.7487,48.0863,0.9448,82.9416,0.9674,5585,0.4765,3.0518,0.6351,Jasmine
5566,290.953,120.4067,59.5154,0.8693,84.1834,0.9804,5677,0.6747,2.0231,0.8262,Arborio
6385,298.215,111.5589,73.9867,0.7484,90.1645,0.9781,6528,0.7636,1.5078,0.9022,Karacadag
5810,283.569,109.874,67.7551,0.7872,86.0089,0.9859,5893,0.6975,1.6216,0.908,Karacadag
5558,277.036,103.4814,69.5505,0.7405,84.1229,0.9794,5675,0.7186,1.4879,0.91,Karacadag
7570,342.418,138.1364,70.9046,0.8582,98.1755,0.9723,7786,0.7782,1.9482,0.8113,Arborio
5752,338.009,153.9353,48.6073,0.9488,85.5785,0.9706,5926,0.694,3.1669,0.6327,Jasmine
8360,361.168,149.0361,72.168,0.8749,103.1711,0.9747,8577,0.6399,2.0651,0.8054,Arborio
16074,503.609,203.5601,101.6855,0.8663,143.0596,0.9802,16398,0.6165,2.0019,0.7964,Ipsala
7724,430.044,209.7039,48.0074,0.9734,99.1691,0.9678,7981,0.3873,4.3682,0.5248,Basmati
6696,318.596,129.6681,66.3945,0.859,92.3342,0.9807,6828,0.6341,1.953,0.829,Arborio
7056,314.028,119.889,75.7036,0.7754,94.7839,0.9769,7223,0.7752,1.5837,0.8991,Karacadag
6273,298.562,116.2948,69.4535,0.8021,89.3702,0.9863,6360,0.8213,1.6744,0.8843,Arborio
8094,420.581,194.9212,54.5363,0.9601,101.5165,0.9742,8308,0.4492,3.5742,0.575,Basmati
6118,289.292,111.8656,69.9455,0.7804,88.2592,0.9877,6194,0.7032,1.5993,0.9186,Karacadag
8457,451.526,214.676,51.1258,0.9712,103.7679,0.9734,8688,0.4589,4.199,0.5213,Basmati
9993,449.986,202.1594,64.4666,0.9478,112.7984,0.9623,10384,0.7846,3.1359,0.6202,Jasmine
8307,357.115,140.7455,76.5026,0.8394,102.8436,0.9691,8572,0.7544,1.8397,0.8185,Arborio
5114,312.14,143.3031,46.0344,0.947,80.6929,0.9795,5221,0.4639,3.113,0.6596,Jasmine
5278,319.722,144.1951,47.2038,0.9449,81.9766,0.9778,5398,0.4758,3.0547,0.6488,Jasmine
7816,402.624,185.368,54.3232,0.9561,99.7579,0.9782,7990,0.7004,3.4123,0.6059,Basmati
5217,309.297,137.1889,49.3005,0.9332,81.5015,0.9753,5349,0.5617,2.7827,0.6853,Jasmine
7283,314.557,117.405,79.5316,0.7356,96.2964,0.985,7394,0.7879,1.4762,0.925,Karacadag
5214,323.346,148.4826,45.2769,0.9524,81.478,0.976,5342,0.7441,3.2794,0.6267,Jasmine
15017,501.792,212.2532,91.4158,0.9025,138.276,0.9786,15346,0.7521,2.3218,0.7495,Ipsala
7972,348.44,140.5392,73.1879,0.8537,100.7485,0.9766,8163,0.6508,1.9203,0.8251,Arborio
6314,290.631,108.9909,74.1479,0.7329,89.6618,0.9867,6399,0.8009,1.4699,0.9394,Karacadag
7994,359.423,143.4716,72.2744,0.8638,100.8874,0.9639,8293,0.6357,1.9851,0.7776,Arborio
7784,338.294,135.5204,73.6694,0.8393,99.5535,0.9797,7945,0.671,1.8396,0.8547,Arborio
6519,419.148,198.3448,42.1556,0.9772,91.1057,0.9688,6729,0.4698,4.7051,0.4663,Basmati
6449,293.857,110.9737,74.3577,0.7423,90.6152,0.987,6534,0.7684,1.4924,0.9385,Karacadag
11001,457.079,206.4038,69.1949,0.9421,118.3508,0.9815,11208,0.5154,2.9829,0.6617,Jasmine
8286,454.826,218.4223,49.074,0.9744,102.7135,0.9755,8494,0.485,4.4509,0.5033,Basmati
5393,315.86,141.4662,49.0738,0.9379,82.8648,0.9832,5485,0.492,2.8827,0.6793,Jasmine
5273,283.808,117.0809,57.8863,0.8692,81.9377,0.9808,5376,0.6993,2.0226,0.8227,Arborio
14092,472.058,191.9866,94.4601,0.8706,133.9496,0.9756,14444,0.615,2.0325,0.7947,Ipsala
8151,354.619,143.1742,73.4108,0.8585,101.8733,0.9721,8385,0.6342,1.9503,0.8145,Arborio
7081,315.242,121.4912,74.6805,0.7888,94.9516,0.9844,7193,0.7843,1.6268,0.8954,Karacadag
5326,309.924,139.5665,49.3167,0.9355,82.3485,0.9816,5426,0.8051,2.83,0.6968,Jasmine
6971,310.33,119.4163,74.6392,0.7806,94.2112,0.9852,7076,0.7944,1.5999,0.9096,Karacadag
8257,437.44,205.613,52.3199,0.9671,102.5336,0.9656,8551,0.779,3.9299,0.5422,Basmati
6000,288.266,113.8638,67.3979,0.806,87.4039,0.9868,6080,0.7407,1.6894,0.9073,Karacadag
12905,447.97,184.949,90.0227,0.8735,128.1841,0.9841,13113,0.5982,2.0545,0.8081,Ipsala
5328,324.975,140.5713,49.5766,0.9357,82.364,0.9526,5593,0.6213,2.8354,0.634,Jasmine
5342,275.713,103.7808,66.6977,0.7661,82.4721,0.97,5507,0.69,1.556,0.8831,Karacadag
7909,452.046,212.1124,47.9309,0.9741,100.3496,0.9683,8168,0.4628,4.4254,0.4864,Basmati
5706,330.61,150.0246,49.2701,0.9445,85.2356,0.9769,5841,0.5065,3.0449,0.656,Jasmine
9253,411.075,174.9828,68.8449,0.9194,108.5416,0.9693,9546,0.7228,2.5417,0.6881,Jasmine
14483,463.98,184.0453,101.7707,0.8332,135.7952,0.9888,14647,0.6102,1.8084,0.8454,Ipsala
8328,357.247,146.0141,73.3521,0.8647,102.9735,0.9806,8493,0.6852,1.9906,0.82,Arborio
7045,311.116,120.2545,74.8489,0.7827,94.7099,0.9857,7147,0.7498,1.6066,0.9146,Karacadag
7304,331.684,133.7276,70.4843,0.8498,96.4352,0.983,7430,0.7226,1.8973,0.8343,Arborio
5401,314.866,139.2719,49.848,0.9338,82.9263,0.9765,5531,0.4965,2.7939,0.6846,Jasmine
7257,398.302,184.1884,50.9585,0.961,96.1244,0.9715,7470,0.4571,3.6145,0.5748,Basmati
14838,478.273,190.3756,100.253,0.8501,137.4494,0.9752,15215,0.699,1.899,0.8151,Ipsala
7359,411.976,194.3121,49.6922,0.9667,96.7976,0.9735,7559,0.8112,3.9103,0.5449,Basmati
7572,429.228,203.374,47.9369,0.9718,98.1884,0.9689,7815,0.6399,4.2425,0.5165,Basmati
6640,311.58,120.6421,71.5118,0.8054,91.9473,0.9681,6859,0.7063,1.687,0.8595,Karacadag
5043,307.957,141.6582,45.8971,0.9461,80.1308,0.976,5167,0.5515,3.0864,0.6682,Jasmine
7521,322.175,125.5761,76.5842,0.7925,97.8572,0.9879,7613,0.6889,1.6397,0.9105,Karacadag
13502,461.978,190.6593,91.0598,0.8786,131.1155,0.9818,13752,0.5926,2.0938,0.795,Ipsala
7796,424.44,200.5565,50.4554,0.9678,99.6302,0.9632,8094,0.625,3.9749,0.5438,Basmati
13857,468.511,191.1833,93.655,0.8718,132.828,0.9798,14142,0.6142,2.0414,0.7933,Ipsala
7780,350.002,143.7489,69.6727,0.8747,99.5279,0.9807,7933,0.696,2.0632,0.7981,Arborio
8621,370.372,149.4768,74.3873,0.8674,104.7693,0.9641,8942,0.6293,2.0094,0.7898,Arborio
8507,456.717,216.6038,50.6996,0.9722,104.0742,0.9695,8775,0.6932,4.2723,0.5125,Basmati
14707,507.439,212.808,89.3143,0.9077,136.8413,0.9794,15016,0.7974,2.3827,0.7177,Ipsala
7121,313.484,120.6018,75.9095,0.7771,95.2194,0.9896,7196,0.7014,1.5888,0.9106,Karacadag
5055,321.213,144.3757,45.9529,0.948,80.2261,0.9621,5254,0.5589,3.1418,0.6157,Jasmine
5973,288.267,113.5333,67.4815,0.8042,87.207,0.9856,6060,0.6889,1.6824,0.9033,Karacadag
5229,305.871,135.816,49.7651,0.9305,81.5952,0.977,5352,0.8146,2.7291,0.7023,Jasmine
14404,517.157,224.4403,83.2578,0.9286,135.4243,0.9754,14768,0.7834,2.6957,0.6768,Ipsala
6521,295.866,110.1985,75.9154,0.7249,91.1197,0.9858,6615,0.7872,1.4516,0.9361,Karacadag
8023,346.067,138.0102,74.8709,0.8401,101.0703,0.9748,8230,0.6565,1.8433,0.8418,Arborio
5245,322.188,148.0732,46.036,0.9504,81.7199,0.9704,5405,0.6213,3.2165,0.6349,Jasmine
9055,478.285,231.9281,51.0175,0.9755,107.374,0.9739,9298,0.8324,4.5461,0.4974,Basmati
13741,461.467,187.9343,94.1171,0.8656,132.2709,0.9761,14077,0.7818,1.9968,0.8109,Ipsala
6033,290.045,114.4033,67.7649,0.8057,87.6439,0.9879,6107,0.6923,1.6882,0.9012,Karacadag
7714,429.495,201.2059,49.8333,0.9688,99.1048,0.9686,7964,0.446,4.0376,0.5255,Basmati
9405,392.602,161.6159,75.6926,0.8835,109.4295,0.9748,9648,0.6541,2.1352,0.7668,Ipsala
6831,322.777,128.362,68.6765,0.8448,93.2604,0.9714,7032,0.7077,1.8691,0.8239,Arborio
14698,481.165,196.191,96.5048,0.8707,136.7994,0.9811,14981,0.6041,2.033,0.7978,Ipsala
5528,325.198,149.6338,47.7353,0.9477,83.8956,0.9815,5632,0.8345,3.1347,0.6569,Jasmine
9013,460.234,215.7602,54.3011,0.9678,107.1247,0.9739,9255,0.3872,3.9734,0.5347,Basmati
6936,339.832,138.0408,65.4141,0.8806,93.9744,0.9757,7109,0.5794,2.1103,0.7547,Arborio
7095,319.684,126.3532,72.2916,0.8202,95.0454,0.9813,7230,0.7152,1.7478,0.8724,Karacadag
5745,325.015,145.5257,50.7388,0.9372,85.5264,0.9726,5907,0.4855,2.8681,0.6834,Jasmine
15077,485.294,195.1913,99.4646,0.8604,138.5519,0.9781,15415,0.7479,1.9624,0.8045,Ipsala
5052,318.103,145.7076,44.8266,0.9515,80.2023,0.9723,5196,0.7412,3.2505,0.6274,Jasmine
6951,390.623,178.7928,50.7883,0.9588,94.076,0.9707,7161,0.4163,3.5204,0.5725,Basmati
9082,379.734,152.818,76.9854,0.8638,107.534,0.9665,9397,0.6436,1.985,0.7915,Arborio
13668,472.842,190.998,92.7973,0.874,131.9191,0.9631,14192,0.5877,2.0582,0.7682,Ipsala
9902,434.774,195.6216,65.3836,0.9425,112.2837,0.9804,10100,0.499,2.9919,0.6583,Jasmine
12356,462.279,200.3459,79.2282,0.9185,125.4279,0.9722,12709,0.6439,2.5287,0.7266,Ipsala
6505,374.173,173.9736,48.4246,0.9605,91.0078,0.9807,6633,0.819,3.5927,0.5839,Basmati
15284,494.514,201.5977,98.0954,0.8736,139.4998,0.9715,15732,0.7643,2.0551,0.7854,Ipsala
6874,399.943,182.9865,49.303,0.963,93.5535,0.9575,7179,0.3892,3.7115,0.54,Basmati
7055,312.3,120.8465,74.8646,0.785,94.7771,0.9823,7182,0.6931,1.6142,0.909,Karacadag
6524,362.736,164.0252,51.6128,0.9492,91.1406,0.9775,6674,0.4464,3.178,0.6231,Basmati
6369,297.372,110.6253,74.3875,0.7402,90.0514,0.9746,6535,0.7209,1.4871,0.9051,Karacadag
15646,497.972,203.3058,99.5924,0.8718,141.1422,0.9766,16021,0.6518,2.0414,0.7929,Ipsala
7568,341.012,137.6349,70.9345,0.857,98.1625,0.9743,7768,0.7149,1.9403,0.8178,Arborio
8127,354.907,143.8819,72.797,0.8626,101.7232,0.9736,8347,0.6911,1.9765,0.8108,Arborio
5910,344.589,155.2256,49.4769,0.9478,86.7459,0.9698,6094,0.4546,3.1373,0.6255,Jasmine
